term,Year,Session,emplid,Course,grade,status,degree,Major1,Major2
201709,2017,Fall,71,1115,W,Drop,"",BUSADM-BBA/BUSMRKTG,""
201709,2017,Fall,72,1115,WU,Fail,CS,COMPSC-BS,""
201709,2017,Fall,73,1115,B,Pass,"",CET-BA/MATHMATIC,SLPASHS-BA
201709,2017,Fall,74,1115,B,Pass,"",PABMF-BS,""
201709,2017,Fall,75,1115,A,Pass,"",CHEM-BA,""
201709,2017,Fall,76,1115,C-,Fail,"",BMF-BS,""
201709,2017,Fall,77,1115,B-,Pass,CS,COMPSC-BS,""
201709,2017,Fall,78,1115,W,Drop,CS,COMPSC-BS,""
201709,2017,Fall,79,1115,WU,Fail,IS,INFOSCI-BS,""
201709,2017,Fall,80,1115,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,81,1115,WD,Drop,"",BUSADM-BBA/LDSHPHUM,""
201709,2017,Fall,82,1115,W,Drop,"",PEDEXER-BS/FITPROF,""
201709,2017,Fall,83,1115,C,Pass,IS,INFOSCI-BS,""
201709,2017,Fall,84,1115,A,Pass,"",ACTMATH-BS,""
201709,2017,Fall,85,1115,WU,Fail,"",UNDECL-BA,""
201709,2017,Fall,86,1115,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,87,1115,C+,Pass,"",UNDECL-BA,""
201709,2017,Fall,88,1115,W,Drop,IS,INFOSCI-BS,""
201709,2017,Fall,89,1115,B,Pass,"",UNDECL-BA,""
201709,2017,Fall,90,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,91,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,92,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,93,1115,C+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,94,1115,B-,Pass,"",UNDECL-BA,""
201709,2017,Fall,95,1115,B,Pass,"",UNDECL-BA,""
201709,2017,Fall,96,1115,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,97,1115,C,Pass,"",UNDECL-BA,""
201709,2017,Fall,98,1115,W,Drop,"",ACCTPUB-BS,""
201709,2017,Fall,99,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,100,1115,A,Pass,"",UNDECL-BA,""
201709,2017,Fall,101,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,102,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,103,1115,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,104,1115,D,Fail,CS,COMPSC-BS,""
201709,2017,Fall,105,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,106,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,107,1115,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,108,1115,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,109,1115,C,Pass,"",PSYCH-BA,""
201709,2017,Fall,110,1115,W,Drop,"",BUSADM-BBA/BUSMRKTG,""
201709,2017,Fall,111,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,112,1115,D,Fail,CS,COMPSC-BS,""
201709,2017,Fall,113,1115,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,114,1115,W,Drop,"",MATH-BA,""
201709,2017,Fall,115,1115,WU,Fail,"",UNDECL-BA,""
201709,2017,Fall,116,1115,D,Fail,"",UNDECL-BA,""
201709,2017,Fall,117,1115,A,Pass,"",UNDECL-BA,""
201709,2017,Fall,118,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,119,1115,B,Pass,"",UNDECL-BA,""
201709,2017,Fall,120,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,121,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,122,1115,B,Pass,"",BIO-BS,""
201709,2017,Fall,123,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,124,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,125,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,126,1115,B,Pass,"",UNDECL-BA,""
201709,2017,Fall,127,1115,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,128,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,129,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,130,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,131,1115,W,Drop,CS,COMPSC-BS,""
201709,2017,Fall,132,1115,W,Drop,"",BMF-BS,""
201709,2017,Fall,133,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,134,1115,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,135,1115,B,Pass,IS,INFOSCI-BS,""
201709,2017,Fall,136,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,137,1115,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,138,1115,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,139,1115,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,140,1115,B,Pass,"",CET-BA/CIS,""
201709,2017,Fall,141,1115,F,Fail,CS,PSYCH-BS,COMPSC-BS
201709,2017,Fall,142,1115,W,Drop,CS,COMPSC-BS,""
201709,2017,Fall,143,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,144,1115,A+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,145,1115,WU,Fail,"",UNDECL-BA,""
201709,2017,Fall,146,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,147,1115,B,Pass,"",UNDECL-BA,""
201709,2017,Fall,148,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,149,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,150,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,151,1115,D,Fail,"",UNDECL-BA,""
201709,2017,Fall,152,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,153,1115,A,Pass,CS,JRNL-BA,COMPSC-BS
201709,2017,Fall,154,1115,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,155,1115,A,Pass,"",UNDECL-BA,""
201709,2017,Fall,156,1115,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,157,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,158,1115,B,Pass,"",UNDECL-BA,""
201709,2017,Fall,159,1115,A+,Pass,"",UNDECL-BA,""
201709,2017,Fall,160,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,161,1115,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,162,1115,W,Drop,CS,COMPSC-BS,""
201709,2017,Fall,163,1115,F,Fail,MMC,MULTI-BS,""
201709,2017,Fall,164,1115,C+,Pass,IS,INFOSCI-BS,""
201709,2017,Fall,165,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,166,1115,C+,Pass,IS,INFOSCI-BS,""
201709,2017,Fall,167,1115,C,Pass,IS,INFOSCI-BS,""
201709,2017,Fall,168,1115,F,Fail,"",BMF-BS,""
201709,2017,Fall,169,1115,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,170,1115,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,171,1115,B,Pass,"",PHYS-BS,""
201709,2017,Fall,172,1115,A-,Pass,"",UNDECL-BA,""
201709,2017,Fall,173,1115,B-,Pass,IS,INFOSCI-BS,""
201709,2017,Fall,174,1115,B,Pass,"",UNDECL-BA,""
201709,2017,Fall,175,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,176,1115,C,Pass,MMC,MULTI-BS,""
201709,2017,Fall,177,1115,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,178,1115,B+,Pass,IS,INFOSCI-BS,""
201709,2017,Fall,179,1115,B,Pass,IS,INFOSCI-BS,""
201709,2017,Fall,180,1115,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,181,1115,C,Pass,"",BMF-BS,""
201709,2017,Fall,182,1115,A+,Pass,"",UNDECL-BA,""
201709,2017,Fall,183,1115,W,Drop,"",COMM-BA,""
201709,2017,Fall,184,1115,WU,Fail,"",UNDECL-BA,""
201709,2017,Fall,185,1115,A+,Pass,"",MHCPHY-BS,""
201709,2017,Fall,186,1115,B+,Pass,"",UNDECL-BA,""
201709,2017,Fall,187,1115,W,Drop,CS,COMPSC-BS,""
201709,2017,Fall,188,1115,A-,Pass,"",UNDECL-BA,""
201709,2017,Fall,189,1115,A,Pass,"",UNDECL-BA,""
201709,2017,Fall,190,1115,A+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,191,1115,W,Drop,CS,COMPSC-BS,BUSADM-BBA/EBUS
201709,2017,Fall,192,1115,W,Drop,IS,INFOSCI-BS,""
201709,2017,Fall,193,1115,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,194,1115,C+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,195,1115,F,Fail,IS,INFOSCI-BS,""
201709,2017,Fall,196,1115,W,Drop,IS,INFOSCI-BS,""
201709,2017,Fall,197,1115,B+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,198,1115,C+,Pass,"",NONDG-UG,""
201709,2017,Fall,199,1115,B,Pass,"",UNDECL-BA,""
201709,2017,Fall,200,1115,C,Pass,MMC,MULTI-BS,""
201709,2017,Fall,201,1115,A,Pass,"",UNDECL-BA,""
201709,2017,Fall,202,1115,B-,Pass,"",HIST-BA,""
201709,2017,Fall,203,1115,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,204,1115,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,205,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,206,1115,B+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,207,1115,W,Drop,IS,INFOSCI-BS,""
201709,2017,Fall,208,1115,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,209,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,210,1115,WU,Fail,"",UNDECL-BA,""
201709,2017,Fall,211,1115,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,212,1115,W,Drop,"",BUSADM-BBA/LDSHPHUM,""
201709,2017,Fall,213,1115,A-,Pass,CS,COMPSC-BS,""
201709,2017,Fall,214,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,215,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,216,1115,C,Pass,"",UNDECL-BA,""
201709,2017,Fall,217,1115,A+,Pass,"",UNDECL-BA,""
201709,2017,Fall,218,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,219,1115,A+,Pass,"",UNDECL-BA,""
201709,2017,Fall,220,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,221,1115,W,Drop,"",BUSADM-BBA/BUSMRKTG,""
201709,2017,Fall,222,1115,A,Pass,"",PHYS-BS,""
201709,2017,Fall,223,1115,W,Drop,CS,COMPSC-BS,""
201709,2017,Fall,224,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,225,1115,W,Drop,CS,COMPSC-BS,""
201709,2017,Fall,226,1115,W,Drop,"",MATH-BA,""
201709,2017,Fall,227,1115,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,228,1115,W,Drop,"",PABMF-BS,""
201709,2017,Fall,229,1115,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,230,1115,F,Fail,IS,INFOSCI-BS,""
201709,2017,Fall,231,1115,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,232,1115,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,233,1115,W,Drop,CS,COMPSC-BS,""
201709,2017,Fall,234,1115,F,Fail,CS,COMPSC-BS,ACCTPUB-BS
201709,2017,Fall,235,1115,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,236,1115,W,Drop,"",MATH-BA,""
201709,2017,Fall,237,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,238,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,239,1115,B,Pass,"",UNDECL-BA,""
201709,2017,Fall,240,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,241,1115,A,Pass,"",UNDECL-BA,""
201709,2017,Fall,242,1115,B,Pass,IS,COMPSC-BS,INFOSCI-BS
201709,2017,Fall,243,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,244,1115,F,Fail,IS,INFOSCI-BS,""
201709,2017,Fall,245,1115,A,Pass,"",UNDECL-BA,""
201709,2017,Fall,246,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,247,1115,WU,Fail,"",UNDECL-BA,""
201709,2017,Fall,248,1115,B,Pass,"",UNDECL-BA,""
201709,2017,Fall,249,1115,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,250,1115,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,251,1115,C-,Fail,CS,COMPSC-BS,""
201709,2017,Fall,252,1115,C-,Fail,"",PHYS-BS,TVR-BA
201709,2017,Fall,253,1115,W,Drop,IS,INFOSCI-BS,""
201709,2017,Fall,254,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,255,1115,C-,Fail,IS,INFOSCI-BS,""
201709,2017,Fall,256,1115,A+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,257,1115,WN,Drop,"",UNDECL-BA,""
201709,2017,Fall,258,1115,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,259,1115,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,260,1115,W,Drop,"",BMF-BS,""
201709,2017,Fall,261,1115,C-,Fail,CS,COMPSC-BS,""
201709,2017,Fall,262,1115,B,Pass,"",CHEM-BS,""
201709,2017,Fall,263,1115,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,264,1115,F,Fail,"",MATH-BA,""
201709,2017,Fall,265,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,266,1115,W,Drop,"",POLSCI-BA,""
201709,2017,Fall,267,1115,C+,Pass,IS,INFOSCI-BS,""
201709,2017,Fall,268,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,269,1115,C-,Fail,CS,COMPSC-BS,ART-BA
201709,2017,Fall,270,1115,D,Fail,"",UNDECL-BA,""
201709,2017,Fall,271,1115,C+,Pass,"",UNDECL-BA,""
201709,2017,Fall,272,1115,C-,Fail,"",UNDECL-BA,""
201709,2017,Fall,273,1115,A,Pass,"",FILM-BA/FILMPROD,""
201709,2017,Fall,274,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,275,1115,B-,Pass,"",UNDECL-BA,""
201709,2017,Fall,276,1115,A,Pass,"",UNDECL-BA,""
201709,2017,Fall,277,1115,C,Pass,"",UNDECL-BA,""
201709,2017,Fall,278,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,279,1115,D,Fail,"",UNDECL-BA,""
201709,2017,Fall,280,1170,WU,Fail,Grad-HI,HLTHINF-MS,""
201709,2017,Fall,281,1170,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,282,1170,AUD,Audit,"",NONDG-UG,""
201709,2017,Fall,283,3130,C+,Pass,"",UNDECL-BA,""
201709,2017,Fall,284,3130,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,285,3130,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,286,3130,C+,Pass,MMC,MULTI-BS,FILM-BA/FILMPROD
201709,2017,Fall,287,3130,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,288,3130,WN,Drop,CS,COMPSC-BS,""
201709,2017,Fall,289,3130,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,290,3130,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,291,3130,B+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,292,3130,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,293,3130,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,294,3130,B-,Pass,CS,COMPSC-BS,""
201709,2017,Fall,295,3130,B+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,296,3130,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,297,3130,F,Fail,IS,INFOSCI-BS,""
201709,2017,Fall,298,3130,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,299,3130,F,Fail,MMC,MULTI-BS,""
201709,2017,Fall,300,3130,C,Pass,IS,INFOSCI-BS,""
201709,2017,Fall,301,3130,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,302,3130,C,Pass,IS,INFOSCI-BS,""
201709,2017,Fall,303,3130,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,304,3130,B+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,305,3130,A,Pass,"",UNDECL-BA,""
201709,2017,Fall,306,3130,B+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,307,3130,A+,Pass,"",UNDECL-BA,""
201709,2017,Fall,308,3130,B+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,309,3130,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,310,3130,C+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,311,3130,B+,Pass,MMC,MULTI-BS,""
201709,2017,Fall,312,3130,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,313,3130,F,Fail,IS,INFOSCI-BS,""
201709,2017,Fall,314,3130,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,315,3130,F,Fail,"",UNDECL-BA,""
201709,2017,Fall,316,3130,A,Pass,CS,MHCCIS-BS,""
201709,2017,Fall,317,3130,A+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,318,3130,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,319,3130,B+,Pass,CS,MHCCIS-BS,""
201709,2017,Fall,320,3130,A,Pass,"",UNDECL-BA,""
201709,2017,Fall,321,3130,W,Drop,CS,COMPSC-BS,""
201709,2017,Fall,322,3130,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,323,3130,W,Drop,"",BMF-BS,""
201709,2017,Fall,324,3130,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,325,3130,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,326,3130,B-,Pass,MMC,MULTI-BS,""
201709,2017,Fall,327,3130,F,Fail,IS,INFOSCI-BS,PSYCH-BA
201709,2017,Fall,328,3130,C+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,329,3130,W,Drop,MMC,MULTI-BS,""
201709,2017,Fall,330,3130,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,331,3130,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,332,3130,W,Drop,MMC,ART-BA/DIGITALART,MULTI-BS
201709,2017,Fall,333,3130,B+,Pass,"",FINMATH-BS,ACTMATH-BS
201709,2017,Fall,334,3130,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,335,3130,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,336,3130,W,Drop,CS,COMPSC-BS,""
201709,2017,Fall,337,3130,W,Drop,"",BMF-BS,""
201709,2017,Fall,338,3130,A+,Pass,"",ACTMATH-BS,""
201709,2017,Fall,339,3130,C,Pass,"",LING-BA,""
201709,2017,Fall,340,3130,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,341,3130,F,Fail,IS,INFOSCI-BS,""
201709,2017,Fall,342,3130,A+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,343,3130,B+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,344,3130,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,345,3130,A,Pass,"",MHCFMA-BS,""
201709,2017,Fall,346,3130,A,Pass,CS,MHCCIS-BS,""
201709,2017,Fall,347,3130,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,348,3130,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,349,3130,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,350,3130,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,351,3130,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,352,3130,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,353,3130,B-,Pass,"",CMPMTH-BS/COMPMATH,""
201709,2017,Fall,354,3130,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,355,3130,A,Pass,"",MHCMUC-BS,""
201709,2017,Fall,356,3130,C,Pass,CS,COMPSC-BS,""
201709,2017,Fall,357,3130,A,Pass,"",UNDECL-BA,""
201709,2017,Fall,358,3130,F,Fail,IS,INFOSCI-BS,""
201709,2017,Fall,4027,1115,B,Pass,"",UNDECL-BA,""
201709,2017,Fall,4028,1115,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,4029,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,4030,1115,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,399,1115,A+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,4031,1115,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,4032,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,371,1115,W,Drop,CS,COMPSC-BS,""
201709,2017,Fall,4033,1115,W,Drop,CS,COMPSC-BS,""
201709,2017,Fall,401,1115,A,Pass,"",CHEM-BA,""
201709,2017,Fall,4034,1115,W,Drop,IS,INFOSCI-BS,""
201709,2017,Fall,4035,1115,W,Drop,"",BMF-BS,""
201709,2017,Fall,802,1115,WU,Fail,"",UNDECL-BA,""
201709,2017,Fall,688,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,4036,1115,WD,Drop,"",BMF-BS,""
201709,2017,Fall,4037,1115,F,Fail,IS,INFOSCI-BS,""
201709,2017,Fall,4038,1115,WD,Drop,"",PERMIT-UG,""
201709,2017,Fall,378,1115,B+,Pass,CS,COMPSC-BS,""
201709,2017,Fall,1311,1115,C,Pass,"",UNDECL-BA,""
201709,2017,Fall,4039,1115,A,Pass,MMC,MULTI-BS,""
201709,2017,Fall,392,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,393,1115,A,Pass,CS,COMPSC-BS,""
201709,2017,Fall,1574,1115,B+,Pass,"",UNDECL-BA,""
201709,2017,Fall,990,1115,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,406,1115,B,Pass,CS,COMPSC-BS,""
201709,2017,Fall,1012,1115,C,Pass,"",UNDECL-BA,""
201709,2017,Fall,408,1115,A-,Pass,"",UNDECL-BA,""
201709,2017,Fall,4040,1115,B,Pass,"",UNDECL-BA,""
201709,2017,Fall,4041,1115,W,Drop,"",UNDECL-BA,""
201709,2017,Fall,410,1115,A-,Pass,"",UNDECL-BA,""
201709,2017,Fall,4042,1115,W,Drop,Grad-HI,HLTHINF-MS,""
201709,2017,Fall,4043,1115,W,Drop,Grad-HI,HLTHINF-MS,""
201709,2017,Fall,4044,1115,WU,Fail,"",UNDECL-BA,""
201709,2017,Fall,4045,1115,F,Fail,CS,COMPSC-BS,""
201709,2017,Fall,4046,1115,W,Drop,"",PABMF-BS,""
